Product_ID,Product_Name,Brand,Category,Price,Rating,Reviews,Sales_INR,Skin_Type,Ingredient_Type,Launch_Year,Country
1907,Daily Flawless Finish Compact Ivory 30 pcs,Blue Heaven,Makeup,766.89,4.6,1754,31703,Dry,Niacinamide,2022,India
1908,Bright 9 to 5 Primer + Matte Foundation Mocha 250ml,Lakme,Makeup,2475.01,3.2,62347,851361,All Skin Types,Turmeric,2022,India
1909,Expert Matte Mousse Foundation 50ml,Bella Vita,Makeup,1263.17,4.6,26065,261951,All Skin Types,Saffron,2023,India
1910,Hydra Argan Oil Shampoo 6 g,St. Botanica,Haircare,989.57,4.5,12542,160417,Normal,Ceramides,2020,India
1911,Ultra Glossy Lip Oil 100ml,Bella Vita,Makeup,287.43,4.9,75792,592404,Sensitive,Coconut,2018,India
1912,Classic Aloe Vera Gel 15g,Mamaearth,Skincare,1248.56,3.1,617,27488,Oily,Vitamin C,2024,India
1913,Ultra Silk Skin Face Oil 120 ml,Forest Essentials,Skincare,577.3,4.6,81269,1053761,All Skin Types,Salicylic Acid,2024,India
1914,Bright Safe Sun UV Screen Matte Gel 10 ml,Lotus Herbals,Skincare,2827.23,3.1,61004,422480,Normal,Shea Butter,2024,India
1915,Bright Eyelash Curler 120 ml,Lakme,Tools,1120.41,4.0,23269,161006,Normal,Shea Butter,2018,India
1916,Expert Eyebrow Brush 120 ml,Nykaa,Tools,1636.14,3.9,5029,75471,All Skin Types,Neem,2021,India
1917,Bright Nalpamaradi Face Scrub 30g,Kama Ayurveda,Skincare,3958.38,4.6,12258,105766,Normal,Retinol,2018,India
1918,Pure Bamboo Sheet Mask 6 g,Mamaearth,Skincare,2537.71,4.5,89354,1156992,Oily,Tea Tree,2020,India
1919,Ultra Neem Face Wash 10 ml,Himalaya,Skincare,518.68,4.8,44888,776063,All Skin Types,Argan Oil,2021,India
1920,Advanced Neem Face Wash 30g,Himalaya,Skincare,2705.75,4.8,61891,786955,Normal,Retinol,2019,India
1921,Fresh Flawless Finish Compact 30g,Blue Heaven,Makeup,2093.63,3.0,55279,780236,Oily,Vitamin C,2024,India
1922,Revive Mini Perfume Spray 6 g,Nykaa,Fragrance,2840.62,4.1,28196,483331,Dry,Ceramides,2022,India
1923,Glow Ubtan Face Wash 6 g,Mamaearth,Skincare,2411.0,4.0,183,30015,Normal,Argan Oil,2018,India
1924,Advanced Invisible Finish Compact Mocha 50ml,Lakme,Makeup,2238.98,3.6,48000,235462,Combination,Coconut,2023,India
1925,Herbal Liquid Concealer 120 ml,Swiss Beauty,Makeup,2277.61,4.4,11488,121790,All Skin Types,Vitamin C,2021,India
1926,Matte Neem Face Wash 10 ml,Himalaya,Skincare,4401.67,3.9,32209,598422,All Skin Types,Aloe Vera,2022,India
1927,Soft Aloe Vera Hydrating Mist 250ml,Forest Essentials,Skincare,4059.2,3.5,41495,704278,Dry,Neem,2020,India
1928,Expert Caffeine Hair Serum 120 ml,mCaffeine,Haircare,1056.12,4.1,27499,136888,Dry,Keratin,2021,India
1929,Glow Eladi Hydrating Cream 30 pcs,Kama Ayurveda,Skincare,4180.91,4.1,95437,1568825,All Skin Types,Amla,2022,India
1930,Radiant Mogra Eau de Parfum 30 pcs,Kama Ayurveda,Fragrance,6482.11,4.6,39991,218750,Dry,Keratin,2018,India
1931,Revive Matte To Last Liquid Lipstick Almond 250ml,Nykaa,Makeup,396.89,4.7,64840,877800,Sensitive,Retinol,2021,India
1932,Soft Anti-Hairfall Shampoo 30 pcs,mCaffeine,Haircare,996.04,3.7,4735,29140,Sensitive,Retinol,2020,India
1933,Fresh Smudge Me Not Liquid Lipstick 50ml,Sugar Cosmetics,Makeup,2248.41,3.3,37399,198423,Sensitive,Charcoal,2018,India
1934,Soft Lip Crayon Honey 200ml,Bella Vita,Makeup,1156.29,3.9,22213,90100,Dry,Rose Water,2020,India
1935,Pure Ceramide Barrier Cream 50ml,Minimalist,Skincare,4443.87,3.8,85437,773846,Combination,Ceramides,2023,India
1936,Glow Compact Puff 6 g,Lakme,Tools,1188.38,4.7,7883,134481,All Skin Types,Rose Water,2024,India
1937,Soft Red Onion Hair Conditioner 250ml,WOW Skin Science,Haircare,959.82,3.4,4276,72870,Combination,Charcoal,2020,India
1938,Ultra Eyeshadow Kit Ivory 200ml,Swiss Beauty,Makeup,1045.17,3.1,36549,211948,Dry,Keratin,2021,India
1939,Glow Brow Definer 15g,Sugar Cosmetics,Makeup,933.56,3.6,36034,343902,All Skin Types,Ceramides,2023,India
1940,Bright Brow Definer Mocha 10 ml,Sugar Cosmetics,Makeup,183.58,4.4,17137,161159,All Skin Types,Retinol,2018,India
1941,Daily Blending Sponge 120 ml,Lakme,Tools,1944.8,4.7,10575,78134,Combination,Ceramides,2020,India
1942,Herbal Salicylic Acid 2% Cleanser 30g,Minimalist,Skincare,2418.17,3.0,49446,559801,All Skin Types,Coconut,2023,India
1943,Advanced Pencil Eyeliner 50ml,Blue Heaven,Makeup,2148.73,4.9,45204,613859,Dry,Tea Tree,2022,India
1944,Radiant Baked Blush 6 g,Good Vibes,Makeup,2424.67,4.4,44824,495206,Normal,Niacinamide,2020,India
1945,Daily Rice Water Shampoo 250ml,Quench Botanics,Haircare,345.44,3.7,56787,598220,Normal,Salicylic Acid,2022,India
1946,Fresh Frizz Control Serum 120 ml,Quench Botanics,Haircare,1862.26,3.3,31915,538856,Dry,Saffron,2023,India
1947,Expert Kumkumadi Face Oil 250ml,Kama Ayurveda,Skincare,1567.82,3.5,32217,197301,Sensitive,Vitamin C,2022,India
1948,Glow Ultra Blush Palette 100ml,Swiss Beauty,Makeup,1124.62,4.0,47448,458990,Combination,Neem,2023,India
1949,Bright Oil Clear Face Pack 10 ml,Himalaya,Skincare,4072.01,3.2,62734,233801,Normal,Amla,2022,India
1950,Revive Matte Foundation Sand 6 g,Good Vibes,Makeup,391.82,3.3,25404,425787,Normal,Amla,2018,India
1951,Soft Nalpamaradi Face Scrub 10 ml,Kama Ayurveda,Skincare,2105.78,3.1,113399,1036089,Dry,Niacinamide,2020,India
1952,Revive Hair Repair Mask 30g,Arata,Haircare,306.34,3.3,51467,863841,Oily,Amla,2022,India
1953,Glow Ultra Blush Palette Beige 120 ml,Swiss Beauty,Makeup,1202.92,3.0,56847,743950,All Skin Types,Niacinamide,2021,India
1954,Expert Skin Genius Foundation Warm Beige 100ml,Nykaa,Makeup,2494.41,4.4,45649,281733,Sensitive,Shea Butter,2022,India
1955,Matte Hair Revival Serum 120 ml,St. Botanica,Haircare,1862.69,3.3,46320,549258,All Skin Types,Saffron,2021,India
1956,Hydra Aloe Vera Hydrating Mist 30 pcs,Forest Essentials,Skincare,930.61,3.6,30135,428926,Oily,Turmeric,2024,India
1957,Glow Eyeshadow Kit 30g,Swiss Beauty,Makeup,238.57,3.5,11748,191772,Dry,Vitamin C,2022,India
1958,Bright Ubtan Face Wash 6 g,Mamaearth,Skincare,3216.3,4.3,93312,1158757,Dry,Ceramides,2023,India
1959,Ultra Matte To Last Liquid Lipstick Mocha 15g,Nykaa,Makeup,1875.48,3.6,2349,28355,Oily,Turmeric,2019,India
1960,Daily Strengthening Hair Serum 200ml,Arata,Haircare,855.86,4.7,26001,159445,Sensitive,Turmeric,2018,India
1961,Fresh Eyeliner Pen Honey 6 g,Good Vibes,Makeup,1013.73,4.2,20103,154637,Dry,Argan Oil,2022,India
1962,Classic Vitamin C Serum 10 ml,Mamaearth,Skincare,1033.68,3.8,52195,218598,All Skin Types,Keratin,2019,India
1963,Pro Scalp Nourish Oil 6 g,Quench Botanics,Haircare,1935.37,3.8,18359,141130,Oily,Aloe Vera,2020,India
1964,Expert Beauty Sponge 30g,Blue Heaven,Tools,567.47,3.9,25815,291299,Oily,Saffron,2018,India
1965,Soft Bringadi Night Serum 100ml,Kama Ayurveda,Skincare,3741.92,4.8,51091,432747,Dry,Rose Water,2018,India
1966,Radiant Stay On Foundation 120 ml,Swiss Beauty,Makeup,2393.73,3.3,66455,704944,Oily,Keratin,2021,India
1967,Pro Hyperfix Primer Almond 30 pcs,Blue Heaven,Makeup,2339.99,3.6,38362,467226,Sensitive,Retinol,2021,India
1968,Radiant Glossy Lip Oil 10 ml,Bella Vita,Makeup,627.17,3.6,22674,430233,Combination,Turmeric,2020,India
1969,Herbal Skin Genius Foundation Honey 250ml,Nykaa,Makeup,194.29,4.0,59241,243117,Dry,Hyaluronic Acid,2023,India
1970,Advanced Detan Face Wash 30 pcs,Lotus Herbals,Skincare,805.14,4.0,19590,316457,Normal,Turmeric,2020,India
1971,Fresh Vitamin C 10% Serum 200ml,Minimalist,Skincare,502.74,3.4,36238,471293,All Skin Types,Shea Butter,2023,India
1972,Classic Smudge Me Not Liquid Lipstick 200ml,Sugar Cosmetics,Makeup,567.58,4.3,79268,1032583,Normal,Vitamin C,2018,India
1973,Herbal Kumkumadi Face Oil 120 ml,Kama Ayurveda,Skincare,955.12,3.9,87972,1169381,Normal,Retinol,2018,India
1974,Matte Radiance Mask 10 ml,Lotus Herbals,Skincare,3936.38,3.5,13140,217758,Sensitive,Retinol,2023,India
1975,Matte Brow Definer 30 pcs,Sugar Cosmetics,Makeup,1264.06,3.6,46901,706812,Normal,Keratin,2020,India
1976,Pro Blending Sponge 100ml,Lakme,Tools,1029.39,3.3,665,49643,Oily,Coconut,2020,India
1977,Ultra Soft Focus Compact Sand 250ml,Good Vibes,Makeup,1885.2,3.3,63840,965929,Normal,Argan Oil,2018,India
1978,Hydra Cheek Tint 200ml,Bella Vita,Makeup,1673.18,3.6,16324,336278,Oily,Salicylic Acid,2019,India
1979,Classic Safe Sun UV Screen Matte Gel 30 pcs,Lotus Herbals,Skincare,2452.87,4.7,81788,770589,Normal,Neem,2021,India
1980,Daily Salicylic Acid 2% Cleanser 30g,Minimalist,Skincare,1749.33,3.7,94866,464034,Combination,Retinol,2023,India
1981,Revive Retinol 0.3% Night Cream 200ml,Minimalist,Skincare,3640.15,4.8,65530,773253,Combination,Hyaluronic Acid,2020,India
1982,Expert Luxury Liquid Lipstick 100ml,Bella Vita,Makeup,675.18,3.4,52712,758635,Sensitive,Amla,2022,India
1983,Herbal Pore Cleansing Brush 250ml,Good Vibes,Tools,1432.58,3.1,26748,211868,Normal,Hyaluronic Acid,2023,India
1984,Advanced Oil-Free Moisturizer 100ml,Mamaearth,Skincare,2157.18,3.9,46410,782530,Normal,Niacinamide,2023,India
1985,Expert Woodland Musk Perfume 200ml,Nykaa,Fragrance,2747.01,4.3,43687,683094,All Skin Types,Aloe Vera,2024,India
1986,Pro Bio Cucumber Toner 6 g,Biotique,Skincare,2990.29,3.5,87042,1016489,Combination,Saffron,2018,India
1987,Matte Anti-Hairfall Shampoo 30 pcs,mCaffeine,Haircare,1935.49,3.7,20509,320314,Oily,Hyaluronic Acid,2022,India
1988,Pure Soft Focus Compact 50ml,Good Vibes,Makeup,1997.92,3.6,67101,794426,Normal,Tea Tree,2020,India
1989,Pure Makeup Brush Set 15g,Swiss Beauty,Tools,1089.09,4.0,19698,243043,Oily,Keratin,2020,India
1990,Glow Ayurvedic Body Spray 6 g,Kama Ayurveda,Fragrance,4866.52,4.8,25264,194306,Dry,Amla,2020,India
1991,Classic Retinol 0.3% Night Cream 200ml,Minimalist,Skincare,1939.91,4.0,15524,197019,Oily,Argan Oil,2023,India
1992,Pure Jasmine & Saffron Mist 10 ml,Forest Essentials,Fragrance,6419.52,4.9,44826,615718,Dry,Keratin,2018,India
1993,Pure Ayurvedic Body Spray 200ml,Kama Ayurveda,Fragrance,5655.3,3.1,28592,281909,All Skin Types,Salicylic Acid,2020,India
1994,Soft Retinol 0.3% Night Cream 30g,Minimalist,Skincare,1574.11,4.4,17225,278322,Sensitive,Rose Water,2024,India
1995,Soft YouthRx Anti-Ageing Cream 30g,Lotus Herbals,Skincare,4202.82,3.3,67300,990705,Oily,Charcoal,2022,India
1996,Matte Salicylic Acid 2% Cleanser 120 ml,Minimalist,Skincare,2118.71,3.8,90088,506128,Oily,Coconut,2018,India
1997,Ultra Woodland Musk Perfume 30g,Nykaa,Fragrance,2001.71,3.7,27245,392734,Oily,Coconut,2021,India
1998,Revive Red Onion Hair Conditioner 30 pcs,WOW Skin Science,Haircare,261.56,3.1,38121,330836,All Skin Types,Hyaluronic Acid,2020,India
1999,Bright Bio Fruit Face Wash 250ml,Biotique,Skincare,3240.12,3.2,71517,1304168,Combination,Shea Butter,2023,India
2000,Ultra Damage Repair Mask 100ml,The Moms Co.,Haircare,2121.47,4.3,61063,487982,Dry,Amla,2023,India
2001,Soft Silk Skin Face Oil 100ml,Forest Essentials,Skincare,3095.18,4.1,32260,354944,Combination,Salicylic Acid,2023,India
2002,Glow Anti Hairfall Conditioner 30 pcs,The Moms Co.,Haircare,1737.63,4.2,23435,370772,Combination,Rose Water,2020,India
2003,Bright Retinol 0.3% Night Cream 30g,Minimalist,Skincare,3738.17,3.2,12076,224825,Combination,Ceramides,2018,India
2004,Radiant Delicate Facial Cleanser 15g,Forest Essentials,Skincare,1489.34,4.8,55359,418040,All Skin Types,Keratin,2019,India
2005,Radiant WhiteGlow Skin Brightening Gel 200ml,Lotus Herbals,Skincare,2808.99,4.1,64448,1085695,Oily,Salicylic Acid,2023,India
2006,Expert Matte Foundation Mocha 50ml,Good Vibes,Makeup,986.12,4.7,32084,164469,Normal,Salicylic Acid,2021,India
2007,Herbal Botanical Hair Mask 250ml,Quench Botanics,Haircare,1053.29,4.4,36890,441056,Sensitive,Aloe Vera,2021,India
2008,Advanced HD Matte Lipstick 120 ml,Swiss Beauty,Makeup,1866.72,3.2,35645,684674,Oily,Aloe Vera,2020,India
2009,Radiant Senorita Bloom Perfume 250ml,Bella Vita,Fragrance,4024.89,4.2,42645,701514,Combination,Hyaluronic Acid,2023,India
2010,Bright Neem Face Wash 200ml,Himalaya,Skincare,3478.96,3.3,37931,280204,Dry,Charcoal,2021,India
2011,Matte Matte To Last Liquid Lipstick 10 ml,Nykaa,Makeup,739.41,3.2,39356,524018,Sensitive,Retinol,2020,India
2012,Pro Soft Focus Compact 120 ml,Good Vibes,Makeup,120.35,3.2,16908,195666,All Skin Types,Aloe Vera,2020,India
2013,Revive Coffee Scalp Scrub 30 pcs,mCaffeine,Haircare,2131.01,4.6,52329,708721,Oily,Coconut,2018,India
2014,Ultra Purifying Neem Pack 10 ml,Himalaya,Skincare,1077.66,4.9,91447,1280109,Combination,Coconut,2020,India
2015,Matte Purifying Neem Pack 250ml,Himalaya,Skincare,995.38,4.8,72161,849722,Combination,Ceramides,2021,India
2016,Glow Oil Clear Face Pack 100ml,Himalaya,Skincare,726.93,4.7,38122,666244,Oily,Ceramides,2021,India
2017,Classic Compact Puff 250ml,Lakme,Tools,1915.94,5.0,19433,323549,Combination,Amla,2022,India
2018,Pro Bio Papaya Revitalizing Tan Removal Scrub 6 g,Biotique,Skincare,3306.77,4.1,59593,789371,All Skin Types,Aloe Vera,2021,India
2019,Radiant Senorita Bloom Perfume 200ml,Bella Vita,Fragrance,3966.64,4.0,8838,155657,All Skin Types,Keratin,2020,India
2020,Daily Baked Blush Honey 15g,Good Vibes,Makeup,1902.24,3.3,59394,341220,Combination,Keratin,2021,India
2021,Glow Bio Sandalwood Sunscreen 200ml,Biotique,Skincare,3669.26,4.3,57684,236857,Dry,Amla,2023,India
2022,Fresh Nalpamaradi Face Scrub 250ml,Kama Ayurveda,Skincare,1606.51,3.9,74624,589053,Oily,Tea Tree,2021,India
2023,Classic Radiance Mask 30g,Lotus Herbals,Skincare,3904.51,3.1,76491,1335497,Combination,Charcoal,2019,India
2024,Bright Coffee Scalp Scrub 15g,mCaffeine,Haircare,896.02,3.3,64650,1055201,Sensitive,Hyaluronic Acid,2023,India
2025,Hydra All Day Matte Compact Beige 30 pcs,Nykaa,Makeup,1852.33,3.8,57476,875070,Oily,Amla,2019,India
2026,Expert Hyperfix Primer 10 ml,Blue Heaven,Makeup,307.93,4.1,53802,969588,Normal,Coconut,2024,India
2027,Ultra Compact Brush 200ml,Good Vibes,Tools,613.55,4.7,8865,96140,All Skin Types,Coconut,2023,India
2028,Classic Coconut Milk Shampoo 250ml,WOW Skin Science,Haircare,468.27,4.6,55722,372344,Combination,Hyaluronic Acid,2018,India
2029,Classic Matte To Last Liquid Lipstick Ivory 200ml,Nykaa,Makeup,761.94,3.1,7280,128011,All Skin Types,Shea Butter,2021,India
2030,Revive Niacinamide 10% Serum 10 ml,Minimalist,Skincare,2201.18,3.3,52513,869380,Normal,Retinol,2021,India
2031,Fresh Pencil Eyeliner 100ml,Blue Heaven,Makeup,1172.66,3.3,80488,543121,Normal,Saffron,2019,India
2032,Soft Luxury Collection Body Mist 30g,Bella Vita,Fragrance,2318.55,3.5,7127,151462,Normal,Tea Tree,2020,India
2033,Hydra Brow Definer Honey 6 g,Sugar Cosmetics,Makeup,1086.5,4.3,77366,433865,All Skin Types,Turmeric,2023,India
2034,Fresh Rose & Cardamom Body Mist 250ml,Forest Essentials,Fragrance,5217.89,3.8,29158,392369,Dry,Ceramides,2024,India
2035,Soft Delicate Facial Cleanser 6 g,Forest Essentials,Skincare,817.28,3.3,98328,1305822,Dry,Neem,2022,India
2036,Pure Rose & Cardamom Body Mist 15g,Forest Essentials,Fragrance,5973.32,3.2,284,32776,Sensitive,Rose Water,2020,India
2037,Hydra Frizz Control Serum 200ml,Quench Botanics,Haircare,1360.75,4.6,39710,292148,Combination,Neem,2021,India
2038,Pro Nalpamaradi Face Scrub 30g,Kama Ayurveda,Skincare,2548.36,3.1,39328,343344,Oily,Shea Butter,2018,India
2039,Matte Bio Fruit Face Wash 200ml,Biotique,Skincare,514.96,4.3,57919,410177,Sensitive,Shea Butter,2021,India
2040,Herbal Tejasvi Brightening Serum 200ml,Forest Essentials,Skincare,2188.17,3.8,30209,572047,Combination,Ceramides,2019,India
2041,Fresh Vitamin C 10% Serum 50ml,Minimalist,Skincare,1624.69,3.4,91574,1332714,Dry,Aloe Vera,2019,India
2042,Daily Eladi Hydrating Cream 100ml,Kama Ayurveda,Skincare,2264.13,3.3,118804,1308519,Oily,Ceramides,2019,India
2043,Radiant Detan Face Wash 30 pcs,Lotus Herbals,Skincare,1764.15,4.0,30128,484532,Normal,Shea Butter,2021,India
2044,Ultra Skin Genius Foundation 250ml,Nykaa,Makeup,2390.71,3.1,45290,364600,All Skin Types,Hyaluronic Acid,2020,India
2045,Pro Salicylic Acid 2% Cleanser 120 ml,Minimalist,Skincare,2187.1,3.2,39486,390962,Combination,Rose Water,2023,India
2046,Advanced Woodland Musk Perfume 30g,Nykaa,Fragrance,6477.76,4.0,41409,560729,Combination,Retinol,2018,India
2047,Pro Eyelash Curler 100ml,Lakme,Tools,3100.54,4.1,15713,226849,Normal,Keratin,2021,India
2048,Matte Liquid Concealer 30g,Swiss Beauty,Makeup,905.21,3.6,27791,506244,All Skin Types,Retinol,2021,India
2049,Matte Lip & Cheek Tint 250ml,Good Vibes,Makeup,1704.66,3.6,21067,209074,Normal,Ceramides,2020,India
2050,Hydra Niacinamide 10% Serum 6 g,Minimalist,Skincare,1128.99,4.3,54022,282953,Normal,Retinol,2022,India
2051,Glow Ubtan Face Wash 30g,Mamaearth,Skincare,1750.43,4.7,73806,1152855,All Skin Types,Retinol,2020,India
2052,Glow Hyper Stay Lipstick Rose Beige 50ml,Blue Heaven,Makeup,501.49,4.7,39690,388139,All Skin Types,Neem,2023,India
2053,Radiant Nalpamaradi Face Scrub 100ml,Kama Ayurveda,Skincare,1380.18,3.9,115243,1334110,All Skin Types,Vitamin C,2023,India
2054,Revive Contour Brush Kit 250ml,Swiss Beauty,Tools,990.4,5.0,19913,163269,Combination,Neem,2018,India
2055,Classic Anti-Hairfall Shampoo 250ml,mCaffeine,Haircare,135.56,3.6,41929,687543,Dry,Rose Water,2021,India
2056,Herbal Compact Brush 30g,Good Vibes,Tools,255.69,3.5,18792,275886,Dry,Hyaluronic Acid,2019,India
2057,Daily Delicate Facial Cleanser 250ml,Forest Essentials,Skincare,2354.05,4.5,109943,724576,Combination,Ceramides,2020,India
2058,Pro Bio Fruit Face Wash 50ml,Biotique,Skincare,2021.11,3.1,31164,181365,Combination,Niacinamide,2018,India
2059,Radiant Strengthening Hair Serum 10 ml,Arata,Haircare,543.9,4.5,67745,438496,Sensitive,Vitamin C,2020,India
2060,Soft Hydrating Aloe Vera Gel 6 g,Himalaya,Skincare,1910.11,3.1,24519,218602,Normal,Coconut,2024,India
2061,Radiant Nargis Perfume 100ml,Forest Essentials,Fragrance,4368.95,3.6,8294,61125,Combination,Hyaluronic Acid,2020,India
2062,Soft CEO Man Eau de Parfum 6 g,Bella Vita,Fragrance,4383.3,3.6,12317,227037,Normal,Niacinamide,2021,India
2063,Fresh Scalp Detox Treatment 10 ml,Arata,Haircare,125.95,4.3,8833,93279,Oily,Niacinamide,2021,India
2064,Herbal Pencil Eyeliner 30g,Blue Heaven,Makeup,1249.01,3.1,22356,180163,Combination,Aloe Vera,2024,India
2065,Herbal Floral Crush Eau de Parfum 6 g,Nykaa,Fragrance,2789.27,4.3,9248,157663,Normal,Ceramides,2022,India
2066,Daily Liquid Concealer 200ml,Swiss Beauty,Makeup,2147.19,4.6,7899,99817,Normal,Amla,2024,India
2067,Glow Bio Fruit Face Wash 50ml,Biotique,Skincare,1615.39,3.4,27155,284072,Oily,Vitamin C,2020,India
2068,Daily Kumkumadi Face Oil 30 pcs,Kama Ayurveda,Skincare,1005.48,4.6,38420,634036,Combination,Charcoal,2021,India
2069,Radiant Flawless Finish Compact Almond 10 ml,Blue Heaven,Makeup,770.22,3.5,41319,640608,Combination,Rose Water,2018,India
2070,Revive Eyelash Curler 15g,Swiss Beauty,Tools,2155.94,4.7,26207,241272,Combination,Niacinamide,2023,India
2071,Hydra Bio Papaya Revitalizing Tan Removal Scrub 200ml,Biotique,Skincare,2390.33,3.6,84611,1073242,All Skin Types,Tea Tree,2023,India
2072,Matte Liquid Concealer Ivory 10 ml,Swiss Beauty,Makeup,909.94,4.6,51166,408111,Combination,Shea Butter,2019,India
2073,Glow Liquid Concealer 15g,Swiss Beauty,Makeup,1952.62,4.1,9493,79649,Sensitive,Neem,2022,India
2074,Glow Eyeconic Kajal Sand 15g,Lakme,Makeup,2337.85,3.7,17871,274741,All Skin Types,Saffron,2021,India
2075,Matte Kumkumadi Face Oil 10 ml,Kama Ayurveda,Skincare,304.83,3.2,63614,641691,Sensitive,Turmeric,2022,India
2076,Fresh Luxury Collection Body Mist 50ml,Bella Vita,Fragrance,733.71,4.4,37877,467831,Sensitive,Charcoal,2020,India
2077,Herbal Bio Papaya Revitalizing Tan Removal Scrub 30 pcs,Biotique,Skincare,3558.43,4.2,113469,1846892,Combination,Niacinamide,2020,India
2078,Herbal WhiteGlow Skin Brightening Gel 100ml,Lotus Herbals,Skincare,1185.84,3.1,91201,945509,Combination,Ceramides,2023,India
2079,Classic WhiteGlow Skin Brightening Gel 30g,Lotus Herbals,Skincare,3007.54,3.8,39873,590546,Dry,Niacinamide,2021,India
2080,Revive Detan Face Wash 15g,Lotus Herbals,Skincare,2305.34,4.4,98961,958263,All Skin Types,Aloe Vera,2024,India
2081,Bright Radiance Mask 200ml,Lotus Herbals,Skincare,2956.22,3.8,108698,1029908,Oily,Salicylic Acid,2020,India
2082,Fresh Ceramide Barrier Cream 6 g,Minimalist,Skincare,3117.75,4.8,37021,493251,Oily,Keratin,2020,India
2083,Hydra Mini Perfume Spray 6 g,Nykaa,Fragrance,5156.16,4.2,19782,333066,Normal,Tea Tree,2021,India
2084,Pro Aloe Vera Hydrating Mist 50ml,Forest Essentials,Skincare,4275.2,3.7,79597,803484,All Skin Types,Retinol,2023,India
2085,Herbal Artisto Kajal Caramel 30 pcs,Blue Heaven,Makeup,248.93,3.4,37374,254591,Combination,Niacinamide,2022,India
2086,Hydra Delicate Facial Cleanser 15g,Forest Essentials,Skincare,874.27,3.4,41135,732121,Normal,Retinol,2022,India
2087,Pure Oil-Free Moisturizer 30g,Mamaearth,Skincare,2393.49,3.8,39946,670883,Dry,Shea Butter,2019,India
2088,Pro Vitamin C Serum 6 g,Mamaearth,Skincare,1076.5,3.3,15236,112631,Normal,Argan Oil,2020,India
2089,Ultra Strengthening Hair Serum 15g,Arata,Haircare,145.72,3.7,36116,520288,Dry,Argan Oil,2022,India
2090,Ultra Soundarya Radiance Cream 50ml,Forest Essentials,Skincare,1888.55,3.9,14659,251815,Dry,Charcoal,2019,India
2091,Advanced Damage Repair Mask 200ml,The Moms Co.,Haircare,1600.24,4.3,21673,379806,Oily,Shea Butter,2018,India
2092,Glow Paintstix Lip Crayon 15g,Nykaa,Makeup,844.19,4.3,57089,887487,Combination,Rose Water,2018,India
2093,Matte Stroke Of Genius Heavy-Duty Kajal 100ml,Sugar Cosmetics,Makeup,164.5,3.8,39382,380305,Oily,Tea Tree,2020,India
2094,Pure Oil Clear Face Pack 100ml,Himalaya,Skincare,3986.02,4.9,15582,142697,All Skin Types,Aloe Vera,2024,India
2095,Herbal Cappuccino Hair Mask 10 ml,mCaffeine,Haircare,1599.76,4.7,8664,113290,All Skin Types,Charcoal,2019,India
2096,Bright Kajal Sharpener 6 g,Blue Heaven,Tools,1822.32,4.8,14674,123002,All Skin Types,Ceramides,2022,India
2097,Pro Bio Cucumber Toner 50ml,Biotique,Skincare,2443.32,4.5,59228,996108,All Skin Types,Turmeric,2020,India
2098,Daily Brow Definer Rose Beige 10 ml,Sugar Cosmetics,Makeup,1374.75,4.2,13354,96861,All Skin Types,Vitamin C,2024,India
2099,Pro Eyeconic Kajal Rose Beige 100ml,Lakme,Makeup,1184.37,4.6,42979,543686,Normal,Shea Butter,2023,India
2100,Pure Pore Cleansing Brush 200ml,Good Vibes,Tools,874.78,3.7,14856,227981,Sensitive,Rose Water,2019,India
2101,Classic Brow Definer Nude 6 g,Sugar Cosmetics,Makeup,1414.92,3.6,27261,151480,Oily,Ceramides,2021,India
2102,Expert Absolute Matte Lipstick Mocha 15g,Lakme,Makeup,301.63,4.0,700,29158,Oily,Salicylic Acid,2019,India
2103,Bright Stroke Of Genius Heavy-Duty Kajal Ivory 15g,Sugar Cosmetics,Makeup,201.57,4.3,80099,1023639,Normal,Coconut,2019,India
2104,Classic Bio Fruit Face Wash 100ml,Biotique,Skincare,2115.24,3.5,54378,537632,Oily,Argan Oil,2021,India
2105,Soft Hyper Stay Lipstick 120 ml,Blue Heaven,Makeup,842.09,3.7,59330,481698,Sensitive,Coconut,2024,India
2106,Glow Flawless Finish Compact Beige 30g,Blue Heaven,Makeup,973.1,4.3,50046,255921,All Skin Types,Coconut,2024,India
2107,Hydra Jasmine Mist 15g,Kama Ayurveda,Fragrance,1103.31,3.8,37935,679090,Oily,Neem,2018,India
2108,Revive Jasmine Mist 10 ml,Kama Ayurveda,Fragrance,1174.58,3.5,4455,60663,Normal,Keratin,2022,India
2109,Pro Kumkumadi Face Oil 50ml,Kama Ayurveda,Skincare,881.45,4.7,51065,675798,Sensitive,Amla,2021,India
2110,Pro Brazilian Keratin Conditioner 6 g,St. Botanica,Haircare,673.36,4.4,12063,146099,Normal,Shea Butter,2021,India
2111,Glow Stroke Of Genius Heavy-Duty Kajal 30g,Sugar Cosmetics,Makeup,1913.78,4.1,53478,904076,All Skin Types,Turmeric,2021,India
2112,Soft Ultra Blush Palette 10 ml,Swiss Beauty,Makeup,1264.62,4.2,32008,245778,Dry,Argan Oil,2019,India
2113,Pro Stroke Of Genius Heavy-Duty Kajal 50ml,Sugar Cosmetics,Makeup,522.62,4.5,50143,834812,Oily,Coconut,2022,India
2114,Advanced WhiteGlow Skin Brightening Gel 6 g,Lotus Herbals,Skincare,1827.99,4.7,45735,674792,Sensitive,Argan Oil,2020,India
